Date,GHI (W/m^2),DNI (W/m^2),DIF (W/m^2),Temperature (°C),Earth Skin Temperature (°C),Max Temperature (°C),Min Temperature (°C),Humidity (%),Precipitation (mm),Wind Speed 10m (m/s),Wind Direction 10m (°),Surface Pressure (hPa),Daylight Hours,Dust Accumulation,Cleaning Event,Shading Event,Panel Degradation (%),SHAP Value,Most Impactful Feature,Recommendation,Efficiency (%)
11-10-2024,5.21,3.88,1.33,26.86,27.0,34.18,21.84,61.63,0.0,1.83,125.5,0.9695,12,0.01899443,0,0,38.90410959,11.682180727610248,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
12-10-2024,5.1,3.88,1.22,26.37,26.96,33.52,20.36,69.19,0.15,2.61,172.1,0.9701,12,0.0,1,0,39.04109589,11.493570028689572,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
13-10-2024,3.66,2.745,0.915,26.16,26.93,32.77,20.99,72.13,0.28,2.8,165.0,0.9707,12,0.0,1,0,39.17808219,9.983217239319346,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,79.32106885
14-10-2024,5.0,3.88,1.12,25.94,26.47,32.38,20.96,69.8,0.01,2.43,115.0,0.9713,12,0.0,1,0,39.31506849,11.312945625022405,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
15-10-2024,5.05,3.88,1.17,27.07,26.73,34.42,21.49,57.7,0.0,1.77,117.5,0.9708,12,0.01974551,0,0,39.45205479,11.352335628021391,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
16-10-2024,4.08,3.88,0.2,26.4,26.44,34.31,18.6,57.55,0.0,2.72,204.8,0.9696,12,0.030671192,0,0,39.5890411,3.105863777336199,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,87.90456635
17-10-2024,3.5,2.625,0.875,27.92,27.9,34.71,22.29,54.51,0.0,2.55,201.8,0.9695,12,0.052475354,0,0,39.7260274,12.82345749001368,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,75.26110385
18-10-2024,4.83,3.88,0.95,27.3,27.68,35.18,21.08,52.99,0.0,2.78,180.3,0.9696,12,0.070472603,0,0,39.8630137,10.463688305550022,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
19-10-2024,4.85,3.88,0.97,27.88,28.3,35.02,21.82,56.54,0.0,2.83,213.2,0.9703,12,0.088213379,0,0,40.0,10.395809369629132,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
20-10-2024,4.67,3.88,0.79,27.87,28.62,34.94,22.25,58.46,0.0,2.51,200.5,0.9708,12,0.104387111,0,0,40.1369863,10.09131457712676,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,99.83507009
21-10-2024,4.33,3.88,0.45,27.31,27.34,33.53,23.19,57.1,0.02,1.52,218.9,0.9717,12,0.0,1,0,40.2739726,3.6141430091077926,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,92.38723948
22-10-2024,4.43,3.88,0.55,26.53,27.15,33.57,20.67,62.15,0.1,1.97,151.9,0.9721,12,0.0,1,0,40.4109589,6.104340757941827,GHI (W/m^2),No specific issue detected.,94.33813806
23-10-2024,4.53,3.88,0.65,26.45,26.66,33.51,21.87,56.62,0.0,2.18,353.3,0.9723,12,0.021302544,0,0,40.54794521,7.712803623300861,GHI (W/m^2),No specific issue detected.,96.28150707
24-10-2024,4.69,3.88,0.81,25.93,24.94,34.11,19.99,42.9,0.0,2.49,15.7,0.9716,12,0.039826711,0,0,40.68493151,10.054922483396949,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,99.49018559
25-10-2024,4.67,3.88,0.79,28.14,26.02,35.28,22.47,39.76,0.0,1.24,346.3,0.9707,12,0.050089352,0,0,40.82191781,9.917532453059104,GHI (W/m^2),No specific issue detected.,98.87548082
26-10-2024,4.62,3.88,0.74,28.45,26.32,35.81,23.75,39.02,0.0,1.52,357.9,0.9703,12,0.067895376,0,0,40.95890411,8.085364103661268,GHI (W/m^2),No specific issue detected.,97.62917966
27-10-2024,4.55,3.88,0.67,27.77,26.8,36.43,20.36,44.79,0.0,2.13,206.1,0.9685,12,0.088437629,0,0,41.09589041,7.784095155028626,GHI (W/m^2),No specific issue detected.,95.96582401
28-10-2024,4.5,3.88,0.62,27.11,26.97,36.58,19.86,50.71,0.0,2.65,192.1,0.9669,12,0.103941631,0,0,41.23287671,6.946636926006176,GHI (W/m^2),No specific issue detected.,94.72984832
29-10-2024,4.48,3.88,0.6,26.48,26.52,35.9,18.96,55.53,0.0,3.2,227.2,0.968,12,0.131513927,0,0,41.36986301,6.729079664865276,GHI (W/m^2),No specific issue detected.,94.12891589
30-10-2024,4.44,3.88,0.56,26.44,26.36,35.66,19.72,50.15,0.0,3.81,248.2,0.9696,12,0.0,1,0,41.50684932,5.57718377177429,GHI (W/m^2),No specific issue detected.,93.11085312
31-10-2024,4.37,3.88,0.49,25.91,25.7,34.84,18.79,48.06,0.0,2.95,275.0,0.9715,12,0.027475386,0,0,41.64383562,6.030934990691603,GHI (W/m^2),No specific issue detected.,99.02768571
01-11-2024,4.41,3.88,0.53,26.72,25.57,34.71,21.43,43.29,0.0,2.17,272.0,0.972,12,0.050850088,0,0,41.78082192,7.340775453173555,GHI (W/m^2),No specific issue detected.,99.72892752
02-11-2024,4.41,3.88,0.53,26.54,25.48,34.51,19.48,43.78,0.0,1.49,228.4,0.9724,12,0.078641877,0,0,41.91780822,7.427638775217347,GHI (W/m^2),No specific issue detected.,99.52457831
03-11-2024,4.39,3.88,0.51,26.01,25.38,34.53,18.26,45.8,0.0,1.91,250.1,0.973,12,0.092586992,0,0,42.05479452,6.04715194220189,GHI (W/m^2),No specific issue detected.,98.87062916
04-11-2024,4.35,3.88,0.47,25.99,25.17,34.28,18.76,44.39,0.0,1.79,254.5,0.9718,12,0.109014853,0,0,42.19178082,5.470860785705153,GHI (W/m^2),No specific issue detected.,97.76983201
05-11-2024,4.26,3.88,0.38,25.32,25.23,34.07,17.86,50.84,0.0,2.07,133.8,0.9733,12,0.13542608,0,0,42.32876712,5.233808816117235,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,95.55201647
06-11-2024,4.25,3.88,0.37,25.67,25.63,34.69,17.99,54.81,0.0,2.29,128.9,0.9737,12,0.0,1,0,42.46575342,5.037212483381154,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,95.13397299
07-11-2024,4.26,3.88,0.38,26.29,25.37,34.39,18.83,48.21,0.0,2.0,9.2,0.973,12,0.026489406,0,0,42.60273973,5.031658089417033,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,95.16440658
08-11-2024,4.24,3.88,0.36,27.11,25.35,35.0,21.26,39.68,0.0,1.6,309.3,0.9725,12,0.053913406,0,0,42.73972603,4.769539074797649,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,94.52590161
09-11-2024,4.19,3.88,0.31,26.23,25.09,34.49,20.18,41.02,0.0,2.12,314.7,0.9726,12,0.065332211,0,1,42.87671233,4.539398367751855,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,93.2225115
10-11-2024,4.1,3.88,0.22,25.67,24.42,33.57,20.99,40.69,0.0,2.17,341.4,0.9732,12,0.082430825,0,0,43.01369863,3.965501072641928,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,91.03621895
11-11-2024,4.12,3.88,0.24,25.36,24.0,32.97,20.64,39.62,0.0,1.82,298.5,0.973,12,0.104002525,0,0,43.15068493,3.994070626187604,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,91.29624488
12-11-2024,4.06,3.88,0.18,25.1,23.66,32.84,20.2,36.26,0.0,1.34,359.2,0.9728,12,0.132465379,0,0,43.28767123,3.752041755518876,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,89.78604348
13-11-2024,4.06,3.88,0.18,23.1,22.9,31.76,15.96,43.12,0.0,1.92,104.8,0.9719,12,0.0,1,0,43.42465753,3.748322230533231,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,89.60612254
14-11-2024,3.94,3.88,0.06,22.69,22.9,31.47,15.34,52.75,0.0,2.22,146.5,0.973,12,0.021667401,0,0,43.56164384,3.8078427373059096,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,86.78376147
15-11-2024,3.84,2.88,0.96,22.88,22.75,30.96,16.55,50.69,0.0,2.19,267.3,0.9731,12,0.03571272,0,0,43.69863014,7.2715195067838065,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,84.41231407
16-11-2024,3.89,3.88,0.01,23.75,23.01,31.18,18.4,44.53,0.0,1.8,322.0,0.9719,12,0.052550016,0,0,43.83561644,3.750508444388979,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,85.34110206
17-11-2024,3.65,2.7375,0.9125,21.34,21.33,29.26,15.62,44.23,0.0,2.9,353.7,0.9731,12,0.069261482,0,0,43.97260274,9.525928516837302,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,79.91665485
18-11-2024,3.93,3.88,0.05,19.39,19.47,27.78,13.07,47.51,0.0,2.56,48.9,0.9747,12,0.089988558,0,0,44.10958904,3.507225952776498,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,85.87652922
19-11-2024,3.93,3.88,0.05,19.39,19.16,28.05,13.03,43.05,0.0,2.26,71.8,0.9754,12,0.116001042,0,0,44.24657534,3.4854710523504764,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,85.70648743
20-11-2024,3.82,2.865,0.955,19.47,18.57,27.65,13.7,39.89,0.0,1.98,60.1,0.9746,12,0.126409171,0,0,44.38356164,6.915566609671805,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,83.142949
21-11-2024,3.88,3.88,0.0,19.64,18.38,27.86,13.53,39.26,0.0,1.98,71.5,0.974,12,0.143310382,0,0,44.52054795,3.8072597666282673,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,84.28230387
22-11-2024,3.82,2.865,0.955,19.56,18.9,28.6,12.06,40.08,0.0,2.02,153.4,0.9735,12,0.0,1,0,44.65753425,7.064202305016806,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,82.81563466
23-11-2024,3.76,2.82,0.94,19.3,19.02,28.97,11.84,44.69,0.0,2.94,185.9,0.9738,12,0.027300247,0,0,44.79452055,8.56460575997131,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,81.35472848
24-11-2024,3.74,2.805,0.935,20.78,19.67,29.03,12.98,40.96,0.0,1.93,197.2,0.9744,12,0.048792903,0,0,44.93150685,8.603540601397398,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,80.76332991
25-11-2024,3.7,2.775,0.925,20.31,19.17,28.11,15.03,39.73,0.0,2.09,320.7,0.9745,12,0.07472948,0,0,45.06849315,9.416551181813702,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,79.74320154
26-11-2024,3.66,2.745,0.915,20.74,19.59,29.01,14.36,40.81,0.0,2.15,35.0,0.9742,12,0.092021625,0,0,45.20547945,9.619908578540198,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,78.72705779
27-11-2024,3.67,2.7525,0.9175,20.2,19.81,29.13,13.77,42.66,0.0,2.86,275.2,0.9733,12,0.113833002,0,0,45.34246575,9.75470508268103,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,78.78828484
28-11-2024,3.65,2.7375,0.9125,18.89,19.14,28.18,11.68,50.81,0.0,2.9,106.2,0.9746,12,0.142746869,0,0,45.47945205,9.514814200082329,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,78.20648109
29-11-2024,3.66,2.745,0.915,18.34,18.43,27.25,11.66,48.53,0.0,2.84,125.8,0.9754,12,0.0,1,0,45.61643836,9.268197473254986,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,78.26848155
30-11-2024,3.61,2.7075,0.9025,18.67,17.74,27.01,13.49,43.51,0.0,2.4,54.9,0.9741,12,0.027478462,0,0,45.75342466,8.393264750831294,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,83.55302582
01-12-2024,3.73,2.7975,0.9325,18.98,18.71,27.25,12.56,45.88,0.0,2.57,63.9,0.9723,10,0.042654547,0,0,45.89041096,10.555568469276189,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,71.79114567
02-12-2024,3.73,2.7975,0.9325,19.43,19.46,28.35,12.61,50.41,0.0,2.67,106.6,0.9722,10,0.070026649,0,0,46.02739726,10.557728663303424,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,71.64091256
03-12-2024,3.73,2.7975,0.9325,19.86,19.5,28.09,12.98,48.76,0.0,2.19,128.2,0.9742,10,0.080073628,0,0,46.16438356,10.350812872832176,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,71.49130732
04-12-2024,3.765,2.82375,0.94125,19.52,19.12,27.71,13.5,45.83,0.0,2.34,1.7,0.9747,10,0.093163668,0,0,46.30136986,9.825822294827084,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,72.01175761
05-12-2024,3.8,2.85,0.95,18.9,18.04,26.29,13.87,43.08,0.0,1.96,331.1,0.9739,10,0.112801786,0,0,46.43835616,9.348627370859033,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,72.53004327
06-12-2024,3.75,2.8125,0.9375,18.74,17.58,26.38,13.74,39.1,0.0,1.99,325.8,0.9725,10,0.126697214,0,0,46.57534247,10.32936303375347,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,71.42716209
07-12-2024,3.79,2.8425,0.9475,17.79,16.54,26.26,10.04,39.4,0.0,2.28,176.9,0.9707,10,0.0,1,0,46.71232877,10.68142701982637,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,72.03955031
08-12-2024,3.85,2.8875,0.9625,15.78,14.8,26.15,8.41,29.07,0.0,4.58,238.0,0.9703,10,0.017227222,0,0,46.84931507,9.798917205109028,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,73.02877796
09-12-2024,3.75,2.8125,0.9375,13.03,13.07,22.45,6.6,42.3,0.0,3.64,345.2,0.9744,10,0.042229881,0,0,46.98630137,10.921254946478292,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,70.98522239
10-12-2024,3.78,2.835,0.945,13.35,13.01,22.26,6.98,39.36,0.0,2.73,61.1,0.9762,10,0.058071854,0,0,47.12328767,10.574149203285344,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,71.40583505
11-12-2024,3.82,2.865,0.955,13.94,13.39,23.31,6.57,32.84,0.0,2.39,109.3,0.9754,10,0.075605717,0,0,47.26027397,9.027146996241646,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,72.0132358
12-12-2024,3.81,2.8575,0.9525,13.63,13.53,23.14,7.16,38.2,0.0,2.67,61.8,0.9749,10,0.10018474,0,0,47.39726027,10.852886030689117,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,71.67749734
13-12-2024,3.81,2.8575,0.9525,13.18,12.9,22.76,6.36,31.14,0.0,3.64,19.1,0.9774,10,0.111413239,0,0,47.53424658,10.050402622663531,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,71.53087751
14-12-2024,3.78,2.835,0.945,13.88,13.22,25.08,6.56,26.33,0.0,2.42,23.9,0.9771,10,0.140531514,0,0,47.67123288,10.183132701297872,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,70.82277081
15-12-2024,3.83,2.8725,0.9575,14.47,13.57,25.26,6.95,28.35,0.0,2.73,106.8,0.9772,10,0.0,1,0,47.80821918,9.071605087070491,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,71.61339029
16-12-2024,3.77,2.8275,0.9425,14.66,14.54,26.13,6.41,40.55,0.0,3.38,141.8,0.975,10,0.024746316,0,0,47.94520548,10.683308725790702,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,70.34819475
17-12-2024,3.72,2.79,0.93,14.77,14.56,26.0,7.38,38.54,0.0,3.43,181.5,0.9736,10,0.043822888,0,0,48.08219178,11.347635243776022,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,69.27435502
18-12-2024,3.73,2.7975,0.9325,14.69,14.25,24.66,7.69,39.82,0.0,2.37,87.1,0.9734,10,0.065365954,0,0,48.21917808,11.654349860142684,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,69.31992989
19-12-2024,3.62,2.715,0.905,15.36,15.01,25.48,7.83,49.65,0.0,2.94,121.0,0.9721,10,0.085676055,0,0,48.35616438,13.421261885322163,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,67.13969531
20-12-2024,3.55,2.6625,0.8875,14.18,14.5,23.16,7.84,64.83,0.0,2.81,79.2,0.9729,10,0.106464426,0,0,48.49315068,14.28490469299606,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,65.70863298
21-12-2024,3.64,2.73,0.91,15.17,15.02,24.43,8.11,52.17,0.0,2.59,100.7,0.9736,10,0.132920198,0,0,48.63013699,13.24003319891868,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,67.23888683
22-12-2024,3.6,2.7,0.9,16.65,16.63,25.52,9.66,51.2,0.07,4.51,144.9,0.9722,10,0.0,1,0,48.76712329,14.20169900696026,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,66.36642798
23-12-2024,2.62,1.965,0.655,17.29,17.51,24.82,12.61,57.02,0.21,3.32,174.2,0.9716,10,0.0,1,0,48.90410959,33.724060480616174,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,48.20319193
24-12-2024,3.29,2.4675,0.8225,14.58,15.12,21.61,9.16,69.34,0.01,3.22,20.9,0.9743,10,0.0,1,0,49.04109589,20.46586259212112,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,60.40887009
25-12-2024,3.48,2.61,0.87,14.81,15.28,22.76,9.11,63.92,0.0,3.42,42.1,0.9768,10,0.010058988,0,1,49.17808219,16.750511312915478,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,63.76995388
26-12-2024,2.99,2.2425,0.7475,16.28,16.64,24.19,9.1,66.06,1.14,3.54,106.3,0.9777,10,0.0,1,1,49.31506849,31.94123794850893,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,54.68167699
27-12-2024,1.13,0.8475,0.2825,15.21,15.14,17.68,12.08,88.29,10.24,3.55,31.6,0.9765,10,0.0,1,0,49.45205479,55.64275804875244,Earth Skin Temperature (°C),Significant impact from Earth Skin Temperature (°C). Investigate further.,20.62455479
28-12-2024,3.64,2.73,0.91,13.36,13.69,20.19,8.8,73.96,0.16,2.71,6.5,0.9775,10,0.0,1,0,49.5890411,12.675694955157814,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,66.3047653
29-12-2024,3.37,2.5275,0.8425,12.13,12.21,20.74,6.09,70.31,0.0,3.26,40.1,0.979,10,0.012975257,0,0,49.7260274,19.039602515442528,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,61.26496497
30-12-2024,3.3,2.475,0.825,12.15,12.49,20.76,5.57,59.39,0.0,2.33,51.5,0.9782,10,0.033541411,0,0,49.8630137,22.316554272304057,Earth Skin Temperature (°C),Significant impact from Earth Skin Temperature (°C). Investigate further.,59.87380523
31-12-2024,3.36,2.52,0.84,13.23,13.03,22.55,5.74,51.56,0.0,2.67,101.8,0.9781,10,0.057655622,0,0,50.0,23.12948777624988,Earth Skin Temperature (°C),Significant impact from Earth Skin Temperature (°C). Investigate further.,52.83450213
