Date,GHI (W/m^2),DNI (W/m^2),DIF (W/m^2),Temperature (°C),Earth Skin Temperature (°C),Max Temperature (°C),Min Temperature (°C),Humidity (%),Precipitation (mm),Wind Speed 10m (m/s),Wind Direction 10m (°),Surface Pressure (hPa),Daylight Hours,Dust Accumulation,Cleaning Event,Shading Event,Panel Degradation (%),SHAP Value,Most Impactful Feature,Recommendation,Efficiency (%)
16-06-2024,7.01,5.2,1.81,37.3,40.16,42.51,31.67,34.07,0.0,5.44,249.1,0.9613,12,0.038261093,0,0,22.87671233,13.217042644786998,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
17-06-2024,7.17,5.18,1.99,37.66,40.41,42.5,32.18,33.57,0.0,6.32,250.6,0.9616,12,0.048742611,0,0,23.01369863,13.21775637745799,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
18-06-2024,7.54,6.21,1.33,37.55,40.27,42.55,32.76,31.86,0.01,7.47,248.4,0.9598,12,0.0,1,0,23.15068493,13.151604118471733,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
19-06-2024,7.43,5.56,1.87,36.92,39.71,42.01,31.89,35.23,0.0,6.78,239.7,0.9572,12,0.029941366,0,1,23.28767123,13.214450461558298,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
20-06-2024,6.33,3.16,3.17,35.34,38.15,40.04,30.34,41.98,4.48,4.59,208.3,0.9578,12,0.0,1,0,23.42465753,12.892191934449365,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
21-06-2024,5.5,1.88,3.62,32.41,33.58,35.09,28.94,55.1,17.19,1.76,139.4,0.9597,12,0.0,1,0,23.56164384,12.2083730061556,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
22-06-2024,6.13,2.93,3.2,33.63,36.67,38.77,27.77,49.83,0.37,1.62,133.8,0.9594,12,0.0,1,1,23.69863014,12.75637211039546,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
23-06-2024,4.93,1.52,3.41,35.34,38.12,40.39,29.55,42.33,0.41,2.37,144.3,0.9593,12,0.0,1,0,23.83561644,10.287754243403906,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,97.50818981
24-06-2024,4.32,1.1,3.22,35.83,38.58,40.61,29.89,43.7,2.61,2.12,155.3,0.958,12,0.0,1,0,23.97260274,1.663885205413244,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,85.29011926
25-06-2024,4.75,1.27,3.48,36.02,39.5,41.57,29.89,44.5,0.27,2.67,154.1,0.9569,12,0.0,1,0,24.10958904,10.051688586078235,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,93.61183967
26-06-2024,4.31,1.52,2.79,35.16,37.85,40.42,30.82,49.53,5.42,3.31,137.0,0.9574,12,0.0,1,0,24.24657534,1.405671811439679,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,84.78870939
27-06-2024,5.02,1.83,3.19,30.94,31.98,34.55,27.25,69.49,19.94,3.52,147.2,0.96,12,0.0,1,0,24.38356164,11.27887709417555,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,98.58014291
28-06-2024,5.23,1.7,3.53,29.37,30.36,32.46,26.25,76.22,6.79,2.32,148.0,0.9598,12,0.0,1,0,24.52054795,11.839586913055973,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
29-06-2024,4.37,1.28,3.09,31.41,33.0,35.58,27.67,66.88,2.63,3.75,226.5,0.959,12,0.0,1,0,24.65753425,1.879450928420556,GHI (W/m^2),No specific issue detected.,85.51085397
30-06-2024,5.93,2.42,3.51,32.41,34.53,37.61,27.33,64.59,2.24,4.78,237.5,0.9584,12,0.0,1,0,24.79452055,12.89420112026506,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
01-07-2024,4.89,0.83,4.06,32.19,33.52,36.6,27.32,65.64,2.86,5.11,234.9,0.9562,12,0.0,1,0,24.93150685,11.122268681993592,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
02-07-2024,5.23,1.04,4.19,31.2,32.62,35.53,27.35,63.49,0.41,4.27,238.5,0.9557,12,0.0,1,0,25.06849315,11.966821778339217,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
03-07-2024,6.26,3.21,3.05,32.5,33.57,38.02,27.12,63.54,9.15,4.85,223.0,0.9568,12,0.0,1,0,25.20547945,12.803984072384193,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
04-07-2024,1.83,0.12,1.71,30.61,31.27,34.3,28.14,69.93,10.19,4.08,236.7,0.9593,12,0.0,1,0,25.34246575,44.85067545549828,Surface Pressure (hPa),Significant impact from Surface Pressure (hPa). Investigate further.,38.19520026
05-07-2024,4.52,1.1,3.42,30.7,31.25,34.75,27.3,73.42,16.8,3.27,233.4,0.957,12,0.0,1,0,25.47945205,6.963365483003436,GHI (W/m^2),No specific issue detected.,94.16161769
06-07-2024,5.36,1.54,3.82,31.38,32.32,35.99,26.83,66.29,0.85,5.84,240.9,0.9559,12,0.0,1,0,25.61643836,12.156762118736514,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
07-07-2024,3.73,0.1,3.63,32.2,34.18,38.02,26.71,60.03,0.83,4.25,217.7,0.9579,12,0.0,1,0,25.75342466,9.45977293360571,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,77.41132666
08-07-2024,3.96,0.9,3.06,32.15,34.26,37.09,27.84,63.46,3.25,3.0,147.3,0.9606,12,0.0,1,0,25.89041096,4.591061138464138,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,82.03010788
09-07-2024,6.54,3.4,3.14,32.47,34.53,38.67,27.42,60.26,1.12,3.83,152.9,0.9616,12,0.0,1,0,26.02739726,12.864915434542928,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
10-07-2024,6.05,3.15,2.9,32.82,34.45,37.73,28.34,61.99,0.06,3.4,219.6,0.962,12,0.0,1,0,26.16438356,12.890456998487352,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
11-07-2024,6.28,3.57,2.71,31.87,32.34,36.08,27.84,67.32,11.11,5.61,247.0,0.9598,12,0.0,1,0,26.30136986,12.56262169055757,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
12-07-2024,6.45,4.05,2.4,32.48,33.64,38.25,26.92,63.07,4.55,4.94,231.1,0.9573,12,0.0,1,0,26.43835616,12.855168456834509,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
13-07-2024,5.83,2.92,2.91,32.12,33.95,36.98,27.45,63.56,2.69,3.84,254.6,0.9576,12,0.0,1,0,26.57534247,12.299223929069704,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
14-07-2024,5.21,2.16,3.05,33.35,36.03,38.61,27.45,55.7,0.15,2.37,240.0,0.9573,12,0.0,1,0,26.71232877,11.781248696140246,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
15-07-2024,6.07,3.21,2.86,33.29,34.99,38.05,28.84,57.34,5.16,3.5,71.8,0.959,12,0.0,1,0,26.84931507,12.84525260652299,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
16-07-2024,5.39,2.15,3.24,32.39,34.23,37.51,27.83,64.69,4.28,3.77,105.5,0.9597,12,0.0,1,0,26.98630137,12.108887579644795,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
17-07-2024,6.85,4.98,1.87,33.28,35.16,38.75,27.94,61.71,1.18,4.02,113.4,0.9596,12,0.0,1,0,27.12328767,13.13196410354576,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
18-07-2024,6.07,3.48,2.59,33.66,36.14,39.2,28.56,60.97,1.26,2.38,165.8,0.9583,12,0.0,1,0,27.26027397,12.74082616394735,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
19-07-2024,6.49,3.52,2.97,33.48,35.97,39.06,28.4,59.57,1.6,2.64,155.2,0.9575,12,0.0,1,0,27.39726027,12.756517709254986,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
20-07-2024,6.29,3.45,2.84,33.31,35.29,38.24,28.76,59.28,0.9,2.36,147.1,0.9583,12,0.0,1,0,27.53424658,12.74082616394735,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
21-07-2024,5.76,2.35,3.41,34.45,36.5,39.87,29.13,56.21,2.85,2.44,137.8,0.9578,12,0.0,1,0,27.67123288,12.398742635849633,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
22-07-2024,5.44,2.43,3.01,32.86,34.15,36.85,29.1,68.77,15.87,2.91,206.2,0.9582,12,0.0,1,0,27.80821918,11.783153165705734,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
23-07-2024,5.89,2.36,3.53,31.3,31.94,34.71,28.1,74.73,8.4,3.22,249.7,0.958,12,0.0,1,0,27.94520548,12.83395335140056,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
24-07-2024,1.75,0.06,1.69,32.09,33.52,37.33,27.42,66.24,2.61,3.74,242.7,0.9553,12,0.0,1,1,28.08219178,45.88501745183079,Surface Pressure (hPa),Significant impact from Surface Pressure (hPa). Investigate further.,35.19167317
25-07-2024,3.2,0.51,2.69,31.63,32.66,36.24,27.12,64.29,2.8,4.48,247.2,0.9547,12,0.0,1,0,28.21917808,20.582808670272936,Temperature (°C),Significant impact from Temperature (°C). Investigate further.,64.23320874
26-07-2024,4.56,0.7,3.86,31.14,32.23,35.55,26.98,67.57,5.98,3.75,245.1,0.9563,12,0.0,1,0,28.35616438,6.654815616958076,GHI (W/m^2),No specific issue detected.,91.36580744
27-07-2024,4.28,0.86,3.42,31.16,32.38,36.06,27.2,70.36,5.14,2.87,235.7,0.9581,12,0.0,1,0,28.49315068,1.6414630879164906,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,85.59990349
28-07-2024,5.75,2.86,2.89,31.74,33.1,37.26,26.71,68.88,4.77,3.11,86.4,0.9577,12,0.0,1,0,28.63013699,12.36170299498248,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
29-07-2024,6.45,4.46,1.99,32.38,34.12,37.43,27.53,67.34,0.19,4.39,115.9,0.9569,12,0.0,1,0,28.76712329,13.106365007370478,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
30-07-2024,6.15,3.88,2.27,32.43,34.06,37.51,27.68,66.8,0.1,4.36,138.2,0.9588,12,0.0,1,0,28.90410959,13.088019164142898,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
31-07-2024,5.65,3.88,1.77,30.29,31.52,35.52,26.78,73.56,14.88,4.31,229.5,0.9603,12,0.0,1,0,29.04109589,12.17724268927588,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
01-08-2024,2.35,1.7625,0.5875,27.23,27.24,29.0,26.05,87.1,18.78,4.94,240.3,0.9585,12,0.0,1,0,29.17808219,38.652268900492345,Precipitation (mm),High precipitation detected. Check for dirt deposits post-rain.,50.20593834
02-08-2024,2.58,1.935,0.645,28.38,28.48,31.76,26.04,85.67,18.06,4.08,323.0,0.9569,12,0.0,1,0,29.31506849,35.215026722862675,Precipitation (mm),High precipitation detected. Check for dirt deposits post-rain.,55.01299919
03-08-2024,4.51,3.88,0.63,28.6,29.2,32.43,25.45,78.49,17.66,4.25,208.4,0.9585,12,0.0,1,0,29.45205479,7.275785038133035,GHI (W/m^2),No specific issue detected.,95.98031571
04-08-2024,5.62,3.88,1.74,29.31,30.14,33.64,25.17,77.84,11.85,3.77,109.8,0.9598,12,0.0,1,1,29.5890411,12.173295216880506,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
05-08-2024,3.07,2.3025,0.7675,28.64,28.71,31.7,26.12,86.17,38.8,3.99,6.9,0.9585,12,0.0,1,1,29.7260274,20.906382567469265,Temperature (°C),Significant impact from Temperature (°C). Investigate further.,65.08320061
06-08-2024,2.47,1.8525,0.6175,28.04,28.35,31.55,25.53,86.0,22.32,6.14,247.5,0.9586,12,0.0,1,0,29.8630137,36.81475627377542,Precipitation (mm),High precipitation detected. Check for dirt deposits post-rain.,52.26276033
07-08-2024,1.88,1.41,0.47,27.22,27.16,30.13,24.95,84.54,5.29,5.47,245.5,0.9606,12,0.0,1,1,30.0,44.18697059514991,Surface Pressure (hPa),Significant impact from Surface Pressure (hPa). Investigate further.,39.70266912
08-08-2024,2.84,2.13,0.71,27.55,27.78,31.13,24.71,80.83,1.34,4.94,234.5,0.9624,12,0.0,1,1,30.1369863,35.09553571650293,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,59.86159146
09-08-2024,3.32,2.49,0.83,28.09,28.31,31.93,24.45,81.05,4.44,4.3,240.4,0.9632,12,0.0,1,0,30.2739726,18.722541223840672,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,69.84537548
10-08-2024,1.62,1.215,0.405,27.74,28.01,30.88,25.09,83.91,1.53,4.73,239.4,0.9628,12,0.0,1,0,30.4109589,46.620660323910414,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,34.01620232
11-08-2024,3.59,2.6925,0.8975,27.63,27.7,30.54,25.2,85.22,7.27,4.57,233.2,0.9608,12,0.0,1,0,30.54794521,11.659377245011274,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,75.23814458
12-08-2024,3.92,3.88,0.04,28.3,28.81,32.28,24.95,82.55,14.3,3.42,238.1,0.9622,12,0.0,1,0,30.68493151,5.630188742375467,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,81.99815543
13-08-2024,3.9,3.88,0.02,29.0,29.31,33.46,25.12,80.36,5.04,3.94,254.4,0.9631,12,0.0,1,0,30.82191781,5.353840473181335,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,81.42515222
14-08-2024,4.74,3.88,0.86,28.18,28.22,31.08,25.68,86.39,11.91,3.42,260.0,0.9637,12,0.0,1,0,30.95890411,9.735264829629742,GHI (W/m^2),No specific issue detected.,98.77563506
15-08-2024,3.48,2.61,0.87,27.56,27.57,29.71,25.94,90.74,23.49,2.9,260.9,0.9625,12,0.0,1,0,31.09589041,15.608629788917606,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,72.38187089
16-08-2024,2.92,2.19,0.73,27.87,28.1,30.84,25.38,86.46,12.87,3.0,246.3,0.9614,12,0.0,1,0,31.23287671,29.52047464764328,Precipitation (mm),High precipitation detected. Check for dirt deposits post-rain.,60.61973482
17-08-2024,5.59,3.88,1.71,27.57,27.84,30.49,25.48,84.99,0.26,2.86,211.5,0.9639,12,0.0,1,1,31.36986301,12.176810473347432,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
18-08-2024,5.7,3.88,1.82,28.63,29.45,32.97,24.44,77.74,0.26,2.71,222.3,0.9654,12,0.0,1,0,31.50684932,12.210164398765192,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
19-08-2024,6.05,3.88,2.17,28.81,29.43,32.89,24.93,74.03,0.08,3.45,240.1,0.9644,12,0.0,1,0,31.64383562,12.740888290075237,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
20-08-2024,5.92,3.88,2.04,28.78,29.32,33.1,24.69,71.61,1.07,2.88,218.5,0.9643,12,0.0,1,0,31.78082192,12.65840663334413,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
21-08-2024,5.22,3.88,1.34,29.22,29.74,32.7,24.9,74.52,5.33,2.02,216.2,0.965,12,0.0,1,0,31.91780822,11.576302810954513,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
22-08-2024,2.86,2.145,0.715,29.18,29.75,33.28,25.48,75.75,2.46,1.97,235.3,0.9645,12,0.0,1,0,32.05479452,34.729704246925536,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,58.71014228
23-08-2024,5.35,3.88,1.47,28.55,28.95,32.07,25.29,77.24,5.56,1.61,213.4,0.9646,12,0.0,1,0,32.19178082,11.77923628044373,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
24-08-2024,4.98,3.88,1.1,28.51,28.63,31.53,25.31,78.83,16.48,1.55,70.2,0.9638,12,0.0,1,0,32.32876712,10.694571299348608,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
25-08-2024,5.3,3.88,1.42,27.72,27.62,30.89,25.37,85.57,32.95,3.74,58.4,0.9609,12,0.0,1,1,32.46575342,11.267450829787997,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
26-08-2024,3.44,2.58,0.86,26.9,26.94,29.79,24.83,87.96,10.45,6.65,78.9,0.9589,12,0.0,1,0,32.60273973,18.398524734631064,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,70.09382165
27-08-2024,4.71,3.88,0.83,26.69,26.77,30.57,24.49,85.32,6.64,6.7,114.2,0.9608,12,0.0,1,0,32.73972603,9.128418132755906,GHI (W/m^2),No specific issue detected.,95.79425925
28-08-2024,5.72,3.88,1.84,27.64,28.32,32.25,23.68,81.92,0.21,4.69,139.4,0.9617,12,0.0,1,0,32.87671233,12.323510212863912,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
29-08-2024,4.83,3.88,0.95,27.0,27.56,30.57,24.2,82.78,2.95,4.91,150.1,0.9621,12,0.0,1,0,33.01369863,10.134730560942552,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,97.87340642
30-08-2024,5.13,3.88,1.25,27.79,28.42,32.35,23.65,78.75,1.42,3.26,152.9,0.9652,12,0.0,1,0,33.15068493,11.576550702563836,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
31-08-2024,5.73,3.88,1.85,28.52,29.36,32.73,24.04,77.36,3.5,1.83,241.6,0.9659,12,0.0,1,0,33.28767123,12.202601159529294,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
01-09-2024,5.9,3.88,2.02,29.19,29.47,32.77,24.83,75.79,15.84,1.51,288.3,0.9652,12,0.0,1,0,33.42465753,12.028089535039037,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
02-09-2024,4.15,3.88,0.27,28.78,28.7,32.2,25.96,81.62,11.51,2.44,98.5,0.9645,12,0.0,1,0,33.56164384,3.404104299021419,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,90.08847953
03-09-2024,3.96,3.88,0.08,27.68,27.76,30.98,24.92,86.29,10.8,2.23,105.6,0.9649,12,0.0,1,0,33.69863014,3.749125770137762,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,85.79484719
04-09-2024,3.27,2.4525,0.8175,26.66,26.66,28.9,25.02,92.13,17.2,2.02,108.3,0.9629,12,0.0,1,0,33.83561644,18.542499282436328,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,70.70665808
05-09-2024,4.43,3.88,0.55,27.34,27.51,30.33,24.65,87.26,7.75,2.36,81.5,0.9608,12,0.0,1,0,33.97260274,6.285653088908876,GHI (W/m^2),No specific issue detected.,95.60145352
06-09-2024,3.7,2.775,0.925,27.45,27.26,30.04,25.13,84.73,10.08,2.02,22.6,0.963,12,0.0,1,0,34.10958904,9.57224233102519,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,79.69156829
07-09-2024,5.23,3.88,1.35,27.98,27.98,31.24,24.36,80.56,7.75,1.56,1.3,0.9639,12,0.0,1,0,34.24657534,11.45969101501163,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
08-09-2024,4.84,3.88,0.96,28.27,28.5,32.29,24.3,78.73,2.12,1.84,356.6,0.964,12,0.0,1,0,34.38356164,10.220802334974287,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
09-09-2024,5.36,3.88,1.48,28.49,28.91,33.22,24.23,79.22,7.61,1.82,104.3,0.962,12,0.0,1,1,34.52054795,11.8514434700727,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
10-09-2024,4.7,3.88,0.82,28.91,28.99,32.91,24.96,78.74,19.67,1.45,145.9,0.9613,12,0.0,1,0,34.65753425,9.339783025236102,GHI (W/m^2),No specific issue detected.,100.0
11-09-2024,3.71,2.7825,0.9275,29.0,29.07,32.72,25.17,78.15,4.44,1.78,350.9,0.961,12,0.0,1,0,34.79452055,9.72247962843394,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,79.13320264
12-09-2024,5.48,3.88,1.6,29.17,29.09,33.47,25.51,77.31,2.08,3.3,285.6,0.9606,12,0.0,1,1,34.93150685,12.1884047896805,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
13-09-2024,5.69,3.88,1.81,27.13,27.29,31.48,23.75,81.96,0.15,6.62,237.6,0.9624,12,0.0,1,0,35.06849315,12.324883326229756,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
14-09-2024,5.56,3.88,1.68,26.1,26.57,30.62,22.84,81.2,0.0,4.29,227.3,0.9637,12,0.024998967,0,0,35.20547945,12.322567400764092,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
15-09-2024,5.59,3.88,1.71,26.3,26.83,31.46,22.04,78.74,0.0,3.49,241.4,0.9647,12,0.041913879,0,0,35.34246575,12.339515394099871,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
16-09-2024,5.96,3.88,2.08,26.21,26.68,31.97,21.26,76.88,0.0,3.41,237.0,0.9662,12,0.055579583,0,0,35.47945205,12.83278467382246,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
17-09-2024,5.82,3.88,1.94,27.31,27.43,33.42,21.0,71.88,0.0,2.47,259.3,0.9664,12,0.070032889,0,0,35.61643836,12.201665524902635,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
18-09-2024,5.35,3.88,1.47,27.46,27.49,33.45,23.02,72.68,0.24,2.81,22.8,0.9646,12,0.0,1,0,35.75342466,11.83588860273303,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
19-09-2024,2.84,2.13,0.71,26.29,27.0,30.39,22.54,82.37,0.6,1.97,345.8,0.9644,12,0.0,1,0,35.89041096,33.84046077185543,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,59.65216966
20-09-2024,3.34,2.505,0.835,28.01,28.65,32.91,23.91,81.45,0.01,2.46,28.1,0.9644,12,0.0,1,1,36.02739726,18.597032406861544,Panel Degradation (%),High panel degradation detected. Consider panel maintenance or replacement.,70.02077727
21-09-2024,4.62,3.88,0.74,28.61,29.35,33.2,24.55,79.39,0.0,2.02,179.7,0.9658,12,0.029940761,0,0,36.16438356,8.143192685849499,GHI (W/m^2),No specific issue detected.,96.67107896
22-09-2024,5.49,3.88,1.61,29.32,29.77,34.19,25.0,74.97,0.0,2.44,217.0,0.9656,12,0.04623234,0,0,36.30136986,12.263237937158555,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
23-09-2024,5.57,3.88,1.69,29.59,30.12,34.81,24.93,74.78,0.0,2.04,181.8,0.9653,12,0.074513738,0,0,36.43835616,12.3060384724295,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
24-09-2024,5.55,3.88,1.67,30.34,30.67,35.89,25.15,69.94,0.02,1.86,153.8,0.9641,12,0.0,1,0,36.57534247,12.24113748022646,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
25-09-2024,5.44,3.88,1.56,30.26,30.69,35.75,25.31,70.71,0.01,2.19,146.9,0.9633,12,0.0,1,0,36.71232877,11.84102060768113,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
26-09-2024,5.07,3.88,1.19,29.17,29.63,33.74,25.22,76.03,0.0,3.55,130.5,0.9631,12,0.029609156,0,0,36.84931507,11.505403912012117,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
27-09-2024,5.15,3.88,1.27,28.7,29.33,32.93,25.18,76.73,0.0,3.14,131.1,0.9632,12,0.04906487,0,1,36.98630137,11.585711850477963,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
28-09-2024,5.2,3.88,1.32,29.07,29.58,33.4,24.73,72.82,0.0,1.92,143.9,0.9652,12,0.069831212,0,0,37.12328767,11.672357801413746,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
29-09-2024,5.37,3.88,1.49,28.97,29.73,33.54,24.7,72.51,0.0,1.68,160.5,0.9682,12,0.08932249,0,0,37.26027397,11.880463663861738,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
30-09-2024,4.93,3.88,1.05,29.36,29.51,34.69,24.65,68.61,0.25,2.12,229.6,0.9681,12,0.0,1,0,37.39726027,10.581046608511242,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
01-10-2024,5.44,3.88,1.56,29.35,29.36,35.89,24.43,64.41,0.01,3.45,268.4,0.966,12,0.0,1,0,37.53424658,11.892554622832684,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
02-10-2024,5.48,3.88,1.6,28.68,28.71,36.01,23.42,64.19,0.0,5.11,247.4,0.9661,12,0.012264065,0,0,37.67123288,12.327966279422398,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
03-10-2024,5.44,3.88,1.56,28.34,28.51,35.33,23.44,69.11,0.0,5.95,238.9,0.9654,12,0.033163947,0,0,37.80821918,11.97809569384437,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
04-10-2024,5.39,3.88,1.51,27.6,27.95,35.22,22.42,71.71,0.0,4.76,229.2,0.9658,12,0.050534535,0,0,37.94520548,11.962261222707458,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
05-10-2024,5.36,3.88,1.48,26.86,27.35,33.21,21.56,72.44,0.0,3.54,224.0,0.9681,12,0.078291387,0,0,38.08219178,12.029940240275463,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
06-10-2024,5.27,3.88,1.39,27.59,27.95,33.94,21.38,64.72,0.0,2.02,213.2,0.9707,12,0.094958791,0,0,38.21917808,11.920569473548676,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
07-10-2024,5.24,3.88,1.36,27.99,28.4,34.66,22.29,60.32,0.7,1.93,193.0,0.9722,12,0.0,1,0,38.35616438,11.897955113311182,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
08-10-2024,5.2,3.88,1.32,27.87,28.09,34.15,22.07,63.5,1.42,2.06,182.8,0.9718,12,0.0,1,0,38.49315068,11.654437655166255,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
09-10-2024,5.01,3.88,1.13,27.41,27.96,33.38,23.01,65.68,1.28,2.08,158.4,0.97,12,0.0,1,0,38.63013699,11.340969621117113,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
10-10-2024,5.11,3.88,1.23,27.22,27.85,33.31,22.67,64.85,0.35,1.65,139.0,0.9694,12,0.0,1,0,38.76712329,11.49395222408988,GHI (W/m^2),Significant impact from GHI (W/m^2). Investigate further.,100.0
